Nama,Gambar,Harga,Link,Dilihat
Damenuhr Longines Vintage aus Gold Massiv 18K Handaufzug Typ Tank,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR16,559,010.95",https://ebay.comhttps://www.ebay.com/itm/186325003860?itmmeta=01HT1MZARRZMKRW1WJWTDH8TW4&hash=item2b61d5ee54%3Ag%3ARsgAAOSw5ltl4yCr&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
Constantin Weisz Vintage Chronograph ETA 1168 Lim.7/99- 42mm Box & Papers NEW!,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR9,436,264.29",https://ebay.comhttps://www.ebay.com/itm/156077977035?itmmeta=01HT1MZARR6ZS8GJAGTGXS2BQH&hash=item2456f8edcb%3Ag%3AbFoAAOSw1mFlsm9t&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
Movado Musium Wristwatch Automatic Movement Black Dial Leather 84 f4 1890,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR13,794,305.84",https://ebay.comhttps://www.ebay.com/itm/395298147779?itmmeta=01HT1MZARR8W1TVDFMGC193B9M&hash=item5c099b0dc3%3Ag%3A5BIAAOSwPtxl-vgc&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
"Vintage Uhren Casio Game GG-9 Aka „Golf“ QW.227 Japan, Jahr 1984. Alarm",https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR11,932,147.60",https://ebay.comhttps://www.ebay.com/itm/235495020921?itmmeta=01HT1MZARRBZ7M4WTJ1HW3V1WQ&hash=item36d498d979%3Ag%3AYJ4AAOSwpFZlxKrw&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
Glashütte Urofa/Precis caliber 613 in excellent condition,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR11,155,073.81",https://ebay.comhttps://www.ebay.com/itm/384719171597?itmmeta=01HT1MZARRG9GBN7YTZ38B8GMS&hash=item59930cb00d%3Ag%3AiGcAAOSwOudh%7E9L5&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
1940 Gruen Doctors Duo Dial,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR23,891,452.38",https://ebay.comhttps://www.ebay.com/itm/165607078634?itmmeta=01HT1MZARRXT2KKNPNMQY7WFF6&hash=item268ef37aea%3Ag%3A4gYAAOSwWNBi6PIf&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
Glassworks Precis/Urofa 613 Large Case Restored Silver Plated Work ,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR15,091,147.62",https://ebay.comhttps://www.ebay.com/itm/383989530349?itmmeta=01HT1MZARR8ERSE4985QR6ZY6B&hash=item59678f3eed%3Ag%3AUBoAAOSw97RgO-9s&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
Montblanc Watch 116100 Timewalker Chronograph Automatic Silver 43mm Men's 100M,https://i.ebayimg.com/thumbs/images/g/khsAAOSwoVtj9Zws/s-l960.webp,"IDR32,216,162.56",https://ebay.comhttps://www.ebay.com/itm/225886340754?itmmeta=01HT1MZHX953DTNKT6MPQKBXG9&hash=item3497e00692%3Ag%3AkhsAAOSwoVtj9Zws&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
FORTIS PILOT'S WATCH AUTOMATIC MEN'S WATCH 595.10.46 VINTAGE 40MM FOR006,https://i.ebayimg.com/thumbs/images/g/J-wAAOSw~JVlchLA/s-l960.webp,"IDR12,873,883.33",https://ebay.comhttps://www.ebay.com/itm/176148320593?itmmeta=01HT1MZHX92EW9PC0AQQ87A3FE&hash=item2903421151%3Ag%3AJ-wAAOSw%7EJVlchLA&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
original glassworks Urofa/Precis 61/613 beautiful condition 7 stones,https://i.ebayimg.com/thumbs/images/g/8HgAAOSwKflgMuv7/s-l960.webp,"IDR9,951,907.14",https://ebay.comhttps://www.ebay.com/itm/224360831581?itmmeta=01HT1MZHX9R2NNXT50JV2517Z7&hash=item343cf29a5d%3Ag%3A8HgAAOSwKflgMuv7&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
This Year Vintage Gold Plated Swiss 17 Jewels Manual Wind Men's Wristwatch,https://i.ebayimg.com/thumbs/images/g/92MAAOSwmbRjcqdo/s-l960.webp,"IDR9,460,671.38",https://ebay.comhttps://www.ebay.com/itm/145029753520?itmmeta=01HT1MZHX93SD4RT9YW753335C&hash=item21c4726ab0%3Ag%3A92MAAOSwmbRjcqdo&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
Vintage Jaeger LeCoultre Watch Club Day Date E300505 Men's Automatic Spin,https://i.ebayimg.com/thumbs/images/g/wJwAAOSwWilh2n6i/s-l960.webp,"IDR32,165,629.56",https://ebay.comhttps://www.ebay.com/itm/225538061740?itmmeta=01HT1MZHX94YVP09QPYNPR3JJT&hash=item34831db5ac%3Ag%3AwJwAAOSwWilh2n6i&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
"MGM * Pocket Watch Chronograph ""Marvin"" Military Watch Very Rare!",https://i.ebayimg.com/thumbs/images/g/K6EAAOSwf-1jk1J7/s-l960.webp,"IDR13,750,476.19",https://ebay.comhttps://www.ebay.com/itm/394371387905?itmmeta=01HT1MZHX9ATRE6D5ACK365WVR&hash=item5bd25dd201%3Ag%3AK6EAAOSwf-1jk1J7&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
Mill Glashütte City-Automatic-XIII,https://i.ebayimg.com/thumbs/images/g/1r0AAOSwv3llsgoU/s-l960.webp,"IDR11,997,290.48",https://ebay.comhttps://www.ebay.com/itm/166566493577?itmmeta=01HT1MZHX94AD5S4WT25K1W3N3&hash=item26c822fd89%3Ag%3A1r0AAOSwv3llsgoU&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
MILL AUTOMATIC MENS WATCH M14000 CUSTOM MILL CONVERSION ITSELF + PAPERS,https://i.ebayimg.com/thumbs/images/g/HJsAAOSw7aVf-ZZa/s-l960.webp,"IDR15,452,097.62",https://ebay.comhttps://www.ebay.com/itm/175880025357?itmmeta=01HT1MZHX9XAAPN0B0EKZGAGKH&hash=item28f344350d%3Ag%3AHJsAAOSw7aVf-ZZa&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
"Chopard Wristwatch Tank, Gold 750, Ref. 2111 with case",https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR36,954,404.76",https://ebay.comhttps://www.ebay.com/itm/334568714558?itmmeta=01HT1MZHX9GKEF16D76VZ8D2XT&hash=item4de5d9713e%3Ag%3Aas0AAOSwZUxjLDfF&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
BOVET Military Manual Wind Watch Rare Vintage,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR14,362,716.14",https://ebay.comhttps://www.ebay.com/itm/296276958419?itmmeta=01HT1MZHX9VWT100BVGJP3MYH5&hash=item44fb7b9cd3%3Ag%3A7L0AAOSw6HVl6oJr&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
GUB Glashütte caliber 60 with 7 stones mint condition,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR10,295,669.05",https://ebay.comhttps://www.ebay.com/itm/385092564317?itmmeta=01HT1MZHX9PAZ332VKDN6Y09Z9&hash=item59a94e355d%3Ag%3AL48AAOSweSthSlGu&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
Systems Glashütte 1A Precision Movement JUMBO ANTIQUE Wedding WRISTWATCH circa 1920,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR18,030,311.90",https://ebay.comhttps://www.ebay.com/itm/374861524381?itmmeta=01HT1MZHX9YPFKDAD6C74CST0J&hash=item57477ced9d%3Ag%3A1pMAAOSwn45kz0Y9&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
Sinn Watch 356.EURO.FLIGER 356 Automatic Black Ss 38.5mm 100M Chronograph Date,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR67,038,384.10",https://ebay.comhttps://www.ebay.com/itm/225915960083?itmmeta=01HT1MZHX9GW33MF3DDYB31JXA&hash=item3499a3fb13%3Ag%3ANAgAAOSw2UFlemBm&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
Montblanc Star Masterpiece Quartz 7072 40mm,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR18,906,904.76",https://ebay.comhttps://www.ebay.com/itm/156140280122?itmmeta=01HT1MZHX9BBAG916ST8YA0AV6&hash=item245aaf993a%3Ag%3A1OYAAOSwWD9mAtae&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
VINTAGE VDB C21 MENS WATCH WITH PAPERS 46MM MILITARY BLASTED RARE,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR32,640,192.86",https://ebay.comhttps://www.ebay.com/itm/176177736014?itmmeta=01HT1MZHX9RJ31YZ2XV6BG4A2P&hash=item290502e94e%3Ag%3AxpYAAOSwDsdlmn0r&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
1940 Movado Rectangle Gold,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR16,844,333.33",https://ebay.comhttps://www.ebay.com/itm/165154063145?itmmeta=01HT1MZHX9Y07ANE71SWT4ZVJ9&hash=item2673f30329%3Ag%3A-e8AAOSw7EdherTP&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
Bulova Antique Solid 14k White Gold Diamond Art Decorative Diamond Women's Wristwatch,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR9,597,144.86",https://ebay.comhttps://www.ebay.com/itm/165860981501?itmmeta=01HT1MZHX9GJKDCX1PT2Z61055&hash=item269e15bafd%3Ag%3AZ54AAOSwr5Jjr6Fc&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
HUBER SECURA Wristwatch - 15 Rubyes - Shockproof - 30/40s - Manual Winding,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR9,951,907.14",https://ebay.comhttps://www.ebay.com/itm/175536055124?itmmeta=01HT1MZHX9YD2SS1QGJ0W2BAZW&hash=item28dec3a354%3Ag%3AKa0AAOSw0TdjnFdb&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
Sehr Selten Armbanduhr Omega Seamaster Cosmic Automatic Stahl Die 1969 Repariert,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR21,392,303.33",https://ebay.comhttps://www.ebay.com/itm/404209833393?itmmeta=01HT1MZHX91BZ4K00R8G69S70Y&hash=item5e1cc895b1%3Ag%3A4UwAAOSw1p5kF1Gp&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
ETERNA Sonic Sevenday Electronic vintage watch ,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR11,601,964.29",https://ebay.comhttps://www.ebay.com/itm/142800964929?itmmeta=01HT1MZHX9R37KPG0VT4N6TXK7&hash=item213f99cd41%3Ag%3AYM4AAOSwlgNbAEwg&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
NOMOS Watch CL1A1W2CP Club Campus Manual Wound Silver Dial Men,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR27,616,112.62",https://ebay.comhttps://www.ebay.com/itm/225446029742?itmmeta=01HT1MZHX9XW3WKJCT31HA439M&hash=item347da169ae%3Ag%3A56EAAOSwEgxj9shL&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
�️ Breitling Antares Automatic Wrist Reserve From Office Wristwatch B14047,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR20,118,493.60",https://ebay.comhttps://www.ebay.com/itm/176286207253?itmmeta=01HT1MZHX9CWQ3KZXGX6SP7AVY&hash=item290b7a0d15%3Ag%3A434AAOSwNAZl8GKR&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
Ebel Sportwave Box Papers,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR10,278,480.95",https://ebay.comhttps://www.ebay.com/itm/155880116700?itmmeta=01HT1MZHX917NN4RGCQCWP1M8Z&hash=item244b2dd1dc%3Ag%3A19AAAOSwSfJlTd0x&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
�️ Chronograph La Martine Landeron 248 Wristwatch Vintage 1960 Manual Winding,https://ir.ebaystatic.com/cr/v/c1/s_1x2.gif,"IDR8,047,466.19",https://ebay.comhttps://www.ebay.com/itm/176023029749?itmmeta=01HT1MZHX9GM7A7E90J5PVJDRC&hash=item28fbca47f5%3Ag%3A1AYAAOSwj9FlTOTJ&_trkparms=%2526rpp_cid%253D6523c8d6d056c303f1c7cafe,
